+-------+--------+-----------+-----------+------------+-----------+-----------+---------+-----------+---------+-----------+-------------------+-------------+----------------------+--------+------------+----+
| uid   | active | announced | completed | downloaded | remaining | uploaded  | upspeed | downspeed | corrupt | timespent | useragent         | connectable | peer_id              | fid    | mtime      | ip |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427248 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 239694 | 1510413407 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429484 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 244783 | 1510415648 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427406 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 257007 | 1510413567 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429627 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 264421 | 1510415791 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429633 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 264441 | 1510415792 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429477 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 264458 | 1510415635 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    428344 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 264874 | 1510414509 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427589 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 264903 | 1510413739 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429634 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 264917 | 1510415797 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429633 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 265942 | 1510415797 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429635 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 265962 | 1510415792 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429483 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 265975 | 1510415645 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429643 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 266495 | 1510415808 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429480 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 266515 | 1510415640 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429480 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 266522 | 1510415639 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429484 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 272477 | 1510415646 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429484 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 272497 | 1510415647 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429484 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 272504 | 1510415648 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    428118 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 311213 | 1510414280 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429634 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 324418 | 1510415794 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429479 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 331241 | 1510415637 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429485 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 332747 | 1510415636 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427023 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 334784 | 1510413183 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427688 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 346272 | 1510413845 |    |
| 10095 |      1 |       156 |         0 |          0 |         0 |     32768 |       0 |         0 |       0 |    428954 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 373360 | 1510415118 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427343 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 373691 | 1510413501 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429483 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 374301 | 1510415647 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429627 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 374552 | 1510415791 |    |
| 10095 |      1 |       155 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    428072 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 384559 | 1510414228 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427101 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 388081 | 1510413260 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427300 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 418802 | 1510413464 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429150 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 418879 | 1510415311 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427320 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 429346 | 1510413483 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429629 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 429363 | 1510415774 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429481 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 429371 | 1510415639 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429486 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 429389 | 1510415646 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429480 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 429418 | 1510415631 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429636 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 429435 | 1510415780 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429625 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 429447 | 1510415788 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429484 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 429467 | 1510415644 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429483 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 429475 | 1510415647 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427395 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 433485 | 1510413556 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427751 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 436762 | 1510413900 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |    131072 |       0 |         0 |       0 |    427022 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 436862 | 1510413184 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429635 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 436918 | 1510415799 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429480 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 436956 | 1510415644 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429478 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 448941 | 1510415636 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429477 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 464326 | 1510415637 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427564 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 466191 | 1510413725 |    |
| 10095 |      1 |       156 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427245 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 496471 | 1510413389 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427012 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 511639 | 1510413164 |    |
| 10095 |      1 |       157 |         0 |          0 |         0 |   5562786 |       0 |         0 |       0 |    429278 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 539226 | 1510415442 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429486 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 578676 | 1510415648 |    |
| 10095 |      1 |       131 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429026 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 589913 | 1510415184 |    |
| 10095 |      1 |       135 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    426505 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 589916 | 1510412667 |    |
| 10095 |      1 |       142 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    426756 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 589919 | 1510412915 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427097 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 615294 | 1510413254 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429591 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 615296 | 1510415749 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429477 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 615298 | 1510415638 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429486 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 615299 | 1510415648 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429637 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 617870 | 1510415794 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429481 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 617877 | 1510415646 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429485 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 617880 | 1510415649 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429484 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 617881 | 1510415646 |    |
| 10095 |      1 |       140 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    428596 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 619543 | 1510414741 |    |
| 10095 |      1 |       157 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427882 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 630006 | 1510414043 |    |
| 10095 |      1 |       158 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427891 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 650767 | 1510414049 |    |
| 10095 |      1 |       158 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427021 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 799162 | 1510413179 |    |
| 10095 |      1 |       158 |         0 |          0 |         0 |  21367669 |       0 |         0 |       0 |    427721 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 815677 | 1510413883 |    |
| 10095 |      1 |       158 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    428257 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 822675 | 1510414416 |    |
| 10095 |      1 |       148 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    428883 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 830398 | 1510415046 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427094 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 833464 | 1510413254 |    |
| 10095 |      1 |       158 |         0 |          0 |         0 |    294912 |       0 |         0 |       0 |    429081 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 877125 | 1510415243 |    |
| 10095 |      1 |       155 |         0 |          0 |         0 |    589824 |       0 |         0 |       0 |    427380 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 878494 | 1510413533 |    |
| 10095 |      1 |       153 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    428291 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 880744 | 1510414443 |    |
| 10095 |      1 |       155 |         0 |          0 |         0 |     32768 |       0 |         0 |       0 |    428434 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 889702 | 1510414578 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427345 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 916725 | 1510413498 |    |
| 10095 |      1 |       156 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427888 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 924787 | 1510414046 |    |
| 10095 |      1 |       157 |         0 |          0 |         0 |   1753088 |       0 |         0 |       0 |    428925 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 932916 | 1510415083 |    |
| 10095 |      1 |       157 |         0 |          0 |         0 |   4761819 |       0 |         0 |       0 |    427171 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 933103 | 1510413329 |    |
| 10095 |      1 |       157 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    428699 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 935628 | 1510414857 |    |
| 10095 |      1 |       157 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427869 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 935630 | 1510414025 |    |
| 10095 |      1 |       157 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429223 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 935640 | 1510415387 |    |
| 10095 |      1 |       156 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427346 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 935643 | 1510413506 |    |
| 10095 |      1 |       158 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427673 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 935696 | 1510413831 |    |
| 10095 |      1 |       158 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429054 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 935701 | 1510415217 |    |
| 10095 |      1 |       155 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427037 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 936637 | 1510413198 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427327 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 939730 | 1510413490 |    |
| 10095 |      1 |       148 |         0 |          0 |         0 |   9617408 |       0 |         0 |       0 |    427945 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 940972 | 1510414098 |    |
| 10095 |      1 |       157 |         0 |          0 |         0 |   6193152 |       0 |         0 |       0 |    429387 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 941100 | 1510415549 |    |
+-------+--------+-----------+-----------+------------+-----------+-----------+---------+-----------+---------+-----------+-------------------+-------------+----------------------+--------+------------+----+
